-13,14,4
-13,15,4
-13,16,4
-13,-17,1
-13,-18,1
-13,-19,1
-13,-20,1
-13,-21,1
-13,-22,1
-13,-23,1
-13,-24,1
-13,-25,0
-13,-26,0
-13,-27,0
-13,-28,0
-13,-29,0
-13,-30,0
-13,-31,0
-13,-32,0
-13,-33,0
-13,-34,0
-13,-35,0
-13,-36,0
-13,-37,0
-13,-38,0
-13,-39,0
-13,-40,0
-13,-41,0
-13,-42,0
-13,-43,0
-13,-44,0
-13,-45,0
-13,-46,0
-13,-47,0
-13,-48,0
-15,13,4
-15,14,4
-15,16,4
-15,-17,1
-15,-18,1
-15,-19,1
-15,-20,1
-15,-21,1
-15,-22,1
-15,-23,1
-15,-24,1
-15,-25,0
-15,-26,0
-15,-27,0
-15,-28,0
-15,-29,0
-15,-30,0
-15,-31,0
-15,-32,0
-15,-33,0
-15,-34,0
-15,-35,0
-15,-36,0
-15,-37,0
-15,-38,0
-15,-39,0
-15,-40,0
-15,-41,0
-15,-42,0
-15,-43,0
-15,-44,0
-15,-45,0
-15,-46,0
-15,-47,0
-15,-48,0
-14,13,4
-14,15,4
-14,16,4
-14,-17,1
-14,-18,1
-14,-19,1
-14,-20,1
-14,-21,1
-14,-22,1
-14,-23,1
-14,-24,1
-14,-25,0
-14,-26,0
-14,-27,0
-14,-28,0
-14,-29,0
-14,-30,0
-14,-31,0
-14,-32,0
-14,-33,0
-14,-34,0
-14,-35,0
-14,-36,0
-14,-37,0
-14,-38,0
-14,-39,0
-14,-40,0
-14,-41,0
-14,-42,0
-14,-43,0
-14,-44,0
-14,-45,0
-14,-46,0
-14,-47,0
-14,-48,0
-16,13,4
-16,14,4
-16,15,4
-16,-17,1
-16,-18,1
-16,-19,1
-16,-20,1
-16,-21,1
-16,-22,1
-16,-23,1
-16,-24,1
-16,-25,0
-16,-26,0
-16,-27,0
-16,-28,0
-16,-29,0
-16,-30,0
-16,-31,0
-16,-32,0
-16,-33,0
-16,-34,0
-16,-35,0
-16,-36,0
-16,-37,0
-16,-38,0
-16,-39,0
-16,-40,0
-16,-41,0
-16,-42,0
-16,-43,0
-16,-44,0
-16,-45,0
-16,-46,0
-16,-47,0
-16,-48,0
-17,-13,1
-17,-14,1
-17,-15,1
-17,-16,1
-17,18,5
-17,19,5
-17,20,5
-17,-21,1
-17,-22,1
-17,-23,1
-17,-24,1
-17,-25,0
-17,-26,0
-17,-27,0
-17,-28,0
-17,-29,0
-17,-30,0
-17,-31,0
-17,-32,0
-17,-33,0
-17,-34,0
-17,-35,0
-17,-36,0
-17,-37,0
-17,-38,0
-17,-39,0
-17,-40,0
-17,-41,0
-17,-42,0
-17,-43,0
-17,-44,0
-17,-45,0
-17,-46,0
-17,-47,0
-17,-48,0
-19,-13,1
-19,-14,1
-19,-15,1
-19,-16,1
-19,17,5
-19,18,5
-19,20,5
